Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
43,5/27/21,284985.03,0,78.85,3.745,129.0266762,7.674
40,10/21/21,922816.95,0,64.65,3.292,130.9787419,12.787
32,11/11/21,1103443.91,0,36.29,3.636,192.5435321,8.513
21,10/7/21,774938.59,0,73.36,3.428,215.1870432,7.052
7,10/12/22,593266.72,0,56.74,3.532,198.1903975,7.837
15,5/4/22,619380.26,0,55.69,4.026,138.1377194,8.125
20,9/7/22,1866072.5,1,78.4,3.73,214.4757753,7.239
14,9/10/20,995789.21,1,78.85,2.878,126.1195,7.651
2,4/13/22,2131635.66,0,73.79,3.698,221.7426432,6.581
7,2/11/21,601985.51,1,40.57,3.049,213.104917,6.305
26,3/5/20,907285.22,0,50.57,2.939,132.8729395,8.488
25,12/17/20,1476204.85,0,27.08,3.102,204.3996821,7.484
33,12/24/20,224294.39,0,60.5,3.026,126.6434839,9.265
7,3/2/22,528831.69,0,48.73,3.731,197.8828095,8.256
26,2/18/21,1042817.2,0,38.02,3.074,133.4362413,7.988
38,3/11/21,362226.63,0,68.26,4.273,126.064,12.89
7,4/23/20,447116.01,0,58.13,2.776,189.5396857,8.963
29,5/6/21,548747.92,0,71.29,3.906,134.6971667,9.346
10,2/19/20,2746930.34,0,39.8,2.713,126.4460534,8.392
1,5/14/20,1583982.07,0,66.93,2.889,211.4904115,7.808
5,9/9/21,311932.84,1,83.15,3.546,218.9412336,6.525
23,12/9/21,1052792.42,0,15.78,3.35,136.5089132,4.42
43,3/26/20,608660.57,0,62.73,2.733,203.8763216,9.524
39,10/22/20,1391451.32,0,72.62,2.936,215.8181299,7.564
12,5/11/22,953562.76,0,86.04,4.286,131.1473333,11.627
34,1/20/22,965853.98,0,33.91,3.419,130.1400313,9.251
6,8/31/22,1349770.41,0,87.56,3.227,225.0768866,5.308
13,7/6/22,2376251.66,0,73.19,3.561,130.7972968,5.965
21,7/15/21,667263.96,0,85.58,3.586,215.1374801,7.931
35,5/11/22,811287.4,0,68.1,3.589,141.0894563,8.876
14,6/4/20,2003420.18,0,73.93,2.705,182.1726106,8.899
1,8/17/22,1828472.53,0,86.44,3.537,220.9154506,7.345
12,12/24/20,952057.35,0,36.64,3.156,126.9815429,14.313
21,12/16/21,641212.19,0,61.44,3.322,217.2071399,7.441
11,6/8/22,1519632.32,0,83.53,3.608,224.3896939,6.875
16,10/1/20,475536.34,0,47.65,2.731,191.8258767,6.981
39,9/3/20,1485684.2,0,82.06,2.56,209.1909526,8.464
3,11/5/20,401116.16,0,51.33,2.605,214.0937458,7.564
29,9/3/20,515686.78,0,67.42,2.805,132.6637357,10.409
37,4/29/21,504289.59,0,76.73,4.274,214.7830153,8.3
23,2/12/20,1405116.18,1,27.2,2.788,131.5866899,5.892
8,6/4/20,864597.29,0,77.05,2.901,210.9198113,6.433
43,6/4/20,334281.91,0,83.09,2.953,212.6271755,9.593
43,9/24/20,712540.98,0,82.62,2.728,203.8065841,9.896
35,12/2/21,951093.86,0,23.6,3.285,139.6714646,8.445
12,8/20/20,1065973.86,0,75.37,2.8,126.2015806,14.18
33,8/12/21,297089.72,0,97.07,3.799,129.1145886,8.442
5,2/24/22,279828.5,0,57.67,3.75,224.7262733,5.669
6,6/25/20,467323.69,0,88.26,2.608,210.5957728,6.465
24,8/10/22,2180173.01,0,72.08,3.651,138.3322,8.253
24,7/20/22,1253420.76,0,75.06,3.956,138.2338065,8.153
11,6/10/21,1250488.69,0,89.37,3.595,215.6149162,7.567
34,7/13/22,962569.48,0,83.78,3.226,130.7299,9.285
2,6/11/20,1837040.8,0,82.7,2.668,211.8214788,6.395
43,4/27/22,619941.74,0,73.71,3.797,213.1660288,9.575
42,1/20/22,540576.98,0,63.45,3.81,130.3700065,7.545
33,6/4/20,286263.82,0,81.07,2.707,126.2042,9.846
2,6/24/21,2774548.36,0,84.29,3.654,214.0246034,7.856
26,2/25/21,953594.1,0,29.98,3.204,133.4628667,7.231
7,7/6/22,502415.24,0,63.07,3.621,197.6230489,8.09
38,2/12/20,353351.6,1,40.33,2.948,126.4762281,13.975
20,10/28/21,1840544.59,0,40.68,3.604,207.724236,7.343
30,2/18/21,452681.14,0,31.35,3.041,191.8778318,7.241
43,9/14/22,608960.65,0,72.27,3.907,211.1377832,9.285
27,1/20/22,1469352.47,0,38.9,3.557,140.7714679,7.907
4,4/6/22,1804065.64,0,51.76,3.781,131.067,9.308
6,3/26/20,1469489.86,0,69.56,2.672,212.3507145,8.163
27,1/6/22,1097359.38,0,25.08,3.041,136.5783831,7.485
41,8/12/21,1370642.95,0,83.81,3.528,194.6815926,6.334
32,12/24/20,1967622.31,0,50.79,2.886,190.3605408,9.137
6,4/6/22,1426263.72,0,72.08,3.817,222.6021786,5.801
15,9/16/21,631110.65,0,63.67,3.541,135.2739355,7.806
5,5/4/22,379901.61,0,78.18,3.749,221.2109659,5.801
17,7/1/21,1108972.46,0,87.66,3.71,136.1438,7.872
31,8/27/20,1404222.51,0,92.45,2.572,210.6924438,8.099
16,1/14/21,433131.29,0,18.7,2.983,191.4711433,6.866
6,9/9/21,1484614.22,1,47.34,3.436,221.2405831,6.955
30,3/2/22,474333.85,0,64.36,3.588,219.1806609,7.052
8,1/14/21,939862.84,0,18.85,2.987,212.2295802,6.599
33,4/15/21,224806.96,0,83.82,3.887,128.7109333,8.441
2,2/3/22,2078037.96,0,46.87,3.467,219.4631652,6.663
20,5/25/22,2097479.71,0,63.61,3.988,214.6975071,7.882
33,11/25/21,250631.53,1,47.19,3.532,129.8928,8.01
10,7/1/21,1847860.02,0,84.94,3.72,129.0837,8.257
31,11/5/20,1170816.59,0,45.76,2.619,210.1157994,8.576
7,11/19/20,465814.3,0,62.52,2.758,210.2498741,8.173
29,9/2/21,585151.15,0,74.05,3.816,136.4254333,9.863
25,11/12/20,746336.69,0,52.8,2.961,204.1656121,7.187
42,9/10/20,687870.34,1,80.89,2.785,126.3794436,9.524
18,5/7/20,2246441.32,0,63.62,2.806,132.5968,9.301
21,9/24/20,530453.96,0,51.69,2.882,211.201456,8.199
38,1/7/21,1239893.01,0,32.43,2.986,127.1900042,14.021
38,1/21/21,333816.74,0,51.3,3.295,127.3100333,14.021
6,4/30/20,1373656.28,0,67.32,2.758,213.9190401,7.899
32,6/25/20,1143192.74,0,71.32,2.781,189.4404763,9.017
36,8/12/21,334897.73,0,84.4,3.523,213.331867,8.177
10,11/18/21,1655857.99,0,69.01,3.574,129.8931613,7.874
19,11/12/20,1290996.13,0,51.48,3.021,132.9873429,8.775
10,8/3/22,1755105.95,0,88.44,4.129,130.7895806,7.17
5,6/4/20,334790.5,0,79.35,2.708,214.7687236,6.492
44,9/2/21,278347.98,0,79.11,3.918,129.3456333,6.507
40,8/26/21,847016.74,0,72.96,3.554,136.3330921,4.444
12,2/19/20,895234.99,0,45.28,2.91,126.5062857,8.775
15,3/4/21,447384.7,0,30.35,3.408,134.8161429,7.771
13,10/22/20,1810876.38,0,55.53,2.826,126.2013326,7.795
36,7/22/21,345809.29,0,87.36,3.565,213.609614,8.677
12,11/19/20,909498.31,0,48.98,3.13,126.5302813,14.313
20,3/25/21,2038093.98,0,55.78,3.88,208.1424008,7.284
33,4/6/22,262675.08,0,75.4,4.124,131.0383326,7.386
16,11/4/21,465226.5,0,36.22,3.361,195.2163025,6.232
3,2/19/20,319278.37,0,49.83,2.54,214.2744622,7.531
25,12/30/21,502550.52,1,28.94,3.58,214.8654245,7.866
45,2/10/22,705372.49,1,27.82,3.486,186.7630715,8.424
10,9/28/22,1626115.5,0,77.44,3.968,131.144,7.17
32,2/19/20,1073289.42,0,35.33,2.56,189.5802,9.014
34,12/3/20,1948516.69,0,32.47,2.931,126.0796674,10.21
11,2/24/22,1310790.3,0,58.87,3.359,220.4902207,7.541
24,9/14/22,1273426.52,0,67.79,3.903,138.3373,8.953
28,12/9/21,1360187.34,0,44.8,3.153,129.6415,13.603
27,2/26/20,1306236.15,0,46.4,2.838,135.9171419,8.489
7,7/9/20,571361.62,0,82.92,2.667,212.8996528,6.348
21,12/16/21,731596.12,0,50.16,3.251,218.0748898,7.441
17,9/30/21,849706.98,0,59.05,3.079,129.3000333,6.806
20,6/17/21,2022450.15,0,74.92,3.897,208.7662915,7.287
13,4/30/20,1952013.39,0,40.88,2.962,126.1160667,8.107
23,8/20/20,1147129.73,0,65.08,2.777,132.6230965,5.426
26,4/22/21,748289.49,0,57.88,4.087,134.8680065,7.817
11,11/11/21,1330882.71,0,63.59,3.388,219.6673333,7.567
41,2/3/22,1017564.08,0,35.51,3.692,189.8628134,7.545
22,3/18/21,1195568.31,0,40.6,3.471,140.5144829,7.745
28,4/1/21,1243049.96,0,74.34,4.103,128.0336,13.736
23,2/5/20,1467558.9,0,21,2.773,131.3876,5.882
20,11/5/20,2034191.78,0,67.02,3.189,126.6352,9.563
27,7/8/21,1606864.53,0,73.57,3.904,138.2335881,7.714
17,7/6/22,875720.1,0,74.97,3.621,138.2333,8.872
16,8/26/21,490364.49,0,59.52,3.742,194.0495364,6.334
45,6/22/22,687972.35,0,82.71,3.494,192.4188779,8.549
16,7/2/20,483103.55,0,69.09,2.684,189.581727,6.868
33,10/26/22,274306.37,0,73.2,4.208,131.168,6.693
13,6/15/22,1798130.05,0,71.98,3.62,138.1261935,8.135
1,2/3/22,1439607.87,0,55.21,3.548,223.9463384,7.154
4,1/20/22,2313925.67,0,43.83,3.253,130.3413571,4.957
4,9/23/21,1904097.96,0,81.7,3.463,129.4706353,5.643
42,3/11/21,699725.98,0,52.57,3.159,128.1309935,8.251
14,10/19/22,1349774.04,0,30.76,3.741,131.1430068,5.993
39,11/26/20,1402389.28,1,56.83,2.776,210.2068745,8.476
13,8/13/20,1867522.86,0,76.31,2.992,126.13102,7.965
11,5/13/21,1366839.37,0,73.6,3.807,221.3522018,6.892
40,10/21/21,965858.34,0,49.64,3.604,136.5037748,4.424
45,10/26/22,743185.3,0,69.88,4.001,191.3818,8.684
7,5/20/21,899333.4,0,53.75,3.892,194.9209578,8.022
37,9/24/20,884340.95,0,72.33,2.914,126.1487821,9.899
42,3/18/21,534444.58,0,54.97,3.37,128.7100333,8.744
24,9/30/21,1333583.53,0,69.55,3.457,136.2566667,8.658
24,11/11/21,1505469.28,0,54.9,3.887,136.8683233,8.454
28,8/27/20,1271173.93,0,86.82,3.068,126.064,14.099
42,8/20/20,482284.76,0,92.29,3.051,126.0766452,9.504
40,2/3/22,1078058.06,0,29.18,3.571,130.3492856,4.261
14,9/17/20,1945458.17,0,62.12,2.883,182.6696737,8.743
17,6/11/20,893567.69,0,58.77,2.825,126.3903167,6.657
10,4/23/20,1097407.99,0,76.38,2.908,212.1667144,8.1
30,8/12/21,441899.47,0,91.75,3.633,215.9753511,7.852
44,1/6/22,350569.19,0,30.13,3.429,130.0592271,5.774
43,8/24/22,615203.49,0,85.44,3.841,213.4364259,9.285
6,3/19/20,1434457.88,0,60.24,2.78,212.9507538,7.808
2,5/11/22,2138965.49,0,77.03,3.74,221.1735131,6.565
36,6/1/22,253887.59,0,87.26,3.494,221.2047034,6.891
23,9/2/21,1362841.29,0,64.78,3.869,136.2155,4.185
39,3/5/20,1329641.95,0,50.24,2.605,210.1157347,8.476
2,6/25/20,2034753.29,0,74.33,2.608,210.886945,8.2
1,12/10/20,1304350,0,42.03,2.823,211.179262,7.568
23,7/6/22,1551486.08,0,71.68,3.629,138.2134333,4.146
20,2/12/20,1819879.02,1,26.05,2.775,204.4330426,8.187
13,3/11/21,1810928.36,0,43.26,3.82,128.3900667,7.47
31,6/4/20,1377233.25,0,72.63,2.705,211.4976456,8.099
5,10/28/21,292869.28,0,67.98,3.309,217.1200862,6.716
38,6/10/21,317881.24,0,83.55,3.584,129.1037742,13.736
2,10/7/21,1807425.26,0,63.76,3.277,217.4523364,6.571
39,10/12/22,1430248.29,0,69.06,3.607,222.8733563,6.173
25,10/22/20,624615.04,0,70.58,3.024,205.917458,7.28
13,7/30/20,1836232.5,0,78.78,2.774,126.1069032,7.625
4,9/28/22,2226210.9,0,52.33,3.61,131.7303333,4.077
40,3/2/22,947845.65,0,24.17,3.63,137.6552907,4.421
40,2/10/22,991549.49,1,22.56,3.628,137.2644714,4.261
28,3/16/22,1100471.25,0,51.71,3.823,130.8823591,12.187
22,8/17/22,1042775.26,0,77.51,3.848,142.2752286,7.753
29,6/4/20,555206.35,0,67.32,2.769,132.567,10.06
32,8/24/22,1956770.3,0,79.16,3.849,130.7985414,8.067
15,8/19/21,671224.2,0,79.71,3.964,136.244,7.866
37,10/14/21,543804.76,0,61.44,3.373,218.7221222,7.441
16,8/6/20,483212,0,53,2.784,190.6284262,6.968
7,1/21/21,521554.96,0,14.52,2.983,191.6630535,8.818
44,5/4/22,349663.38,0,54.84,3.829,131.0780648,5.727
28,12/30/21,1275766.35,1,43.95,3.429,130.9776714,12.89
43,9/10/20,548645.25,1,85.46,3.56,207.1288823,10.589
16,8/26/21,415766.07,0,60.49,3.7,194.8495634,6.331
42,12/30/21,556137.69,1,49.97,3.409,129.3081605,6.074
44,2/19/20,282859.56,0,33.99,2.947,126.6060655,8.31
11,6/4/20,1313209.83,0,81.6,2.654,213.130489,7.346
4,5/18/22,2040904.17,0,68.22,3.638,131.0345484,4.675
36,9/30/21,307805.22,0,71.97,3.325,212.9524101,7.274
37,10/5/22,553901.27,0,73.38,3.71,219.1186135,6.339
45,1/6/22,879947.33,0,28.06,3.765,189.6443399,8.744
26,5/18/22,903209.14,0,62.11,3.847,138.1852066,7.489
3,10/7/21,439911.32,0,77.87,3.285,221.4802235,6.197
6,8/12/21,501686.94,0,84.42,3.557,219.1403963,6.524
9,4/16/20,406103.91,0,68.64,2.793,214.6894468,6.464
13,4/9/20,2061348.3,0,41.24,2.809,126.6099032,7.806
10,4/27/22,1082795.36,0,50.41,4.122,138.1121935,7.131
21,11/19/20,892099.47,0,51,2.728,214.3157714,7.588
2,2/26/20,2140779.61,0,44.18,2.788,210.1045606,8.324
8,11/5/20,910410.06,0,53.75,2.659,215.4150228,6.364
43,11/5/20,678592.64,0,49.79,2.721,203.4216984,9.534
28,4/15/21,1169513.87,0,50.89,3.823,128.9100333,13.736
43,8/20/20,637597.06,0,86.64,2.969,203.5230715,9.816
21,4/6/22,950083.9,0,66.08,3.899,220.9974064,6.965
35,9/10/20,798466.27,1,70.37,2.834,136.6294006,8.099
37,2/10/22,595150.72,1,44.54,3.442,219.1185735,7.641
42,6/8/22,508357.1,0,86.09,3.773,130.8896778,7.308
7,1/21/21,588395.28,0,10.69,3.017,195.1648114,8.612
40,12/3/20,1041316.81,0,29.81,3.132,132.6744516,5.287
20,3/23/22,2057468.74,0,55.76,3.895,218.7251342,6.965
15,5/13/21,620185.6,0,70.2,4.065,138.1670065,8.153
4,9/10/20,2110519.28,1,78.09,2.582,126.1390323,7.804
26,8/13/20,965616.73,0,69.24,2.692,132.2938287,8.099
41,1/27/22,1224436.23,0,34.43,3.063,196.9798794,6.063
14,3/2/22,1954184.44,0,42.16,3.812,190.9064926,8.567
21,5/7/20,749068.8,0,77.31,2.805,211.1668859,8.099
16,4/9/20,454010.64,0,57.31,2.909,189.692937,6.942
38,5/6/21,336751.78,0,76.44,3.766,129.3656772,13.503
20,1/13/22,2038695.48,0,24.21,3.163,210.4471302,6.987
25,7/30/20,645284.64,0,71.79,2.72,204.6664234,7.527
28,4/29/21,1049316.53,0,51.23,3.891,129.9558645,12.89
29,3/4/21,483757.69,0,29.49,3.427,133.4806459,10.521
22,6/22/22,951698.58,0,96.32,3.765,130.7508,10.926
39,10/14/21,1349339.92,0,69.91,3.284,216.9320871,7.416
39,6/18/20,1273759.1,0,83.26,2.62,209.4211283,8.464
7,8/31/22,372224.97,0,85.79,3.694,223.9276227,5.668
13,9/3/20,2131166.94,0,62.71,2.776,126.1660667,7.703
27,10/26/22,1941084.53,0,56.07,4.112,142.1054563,8.239
4,9/7/22,2102761.76,1,71.88,3.484,130.9522203,4.077
35,5/4/22,878485.78,0,63.43,3.847,142.1337789,8.876
19,3/16/22,1471660.86,0,41.53,4.294,130.8561935,12.187
6,3/16/22,1530212.1,0,68.87,3.624,223.2553643,6.953
42,7/22/21,554981.68,0,87.17,3.646,129.0440032,8.217
17,2/24/22,866284.45,0,27.35,3.501,130.6561,6.907
16,10/8/20,779833.28,0,76.2,2.901,126.2794667,6.985
2,7/6/22,1962044.96,0,82.87,3.257,221.9327797,6.665
35,5/28/20,882448.48,0,76.74,2.757,136.1419303,8.861
4,5/7/20,2382113.94,0,73.24,2.651,126.184,7.896
2,7/20/22,1875663.96,0,92.01,3.312,225.0824881,7.567
22,11/12/20,858633.04,0,62.91,2.92,135.9715674,8.533
34,3/5/20,958692.84,0,69.97,2.682,126.0792,10.313
17,2/17/22,864400.86,0,27.66,3.403,130.2492871,6.704
8,10/8/20,773529.07,0,54.2,2.603,214.7572237,6.433
12,6/29/22,1087592.77,0,70.95,3.579,130.7566667,7.343
19,10/1/20,1615631.74,0,70.01,2.933,132.8508085,8.067
34,1/21/21,950644.33,0,34.43,2.982,127.0800323,10.398
6,6/17/21,1632094.29,0,82.95,3.572,214.3220411,6.932
35,4/1/21,784865.2,0,66.87,3.534,138.8338065,8.594
32,7/15/21,1042467.9,0,65.97,3.585,192.8708718,8.818
11,2/10/22,1767476.08,1,54.51,3.402,223.4543369,6.831
18,5/21/20,1045592.42,0,56.21,3.04,132.0287333,9.335
20,12/2/21,2785719.4,0,28.61,3.471,209.8726131,7.082
17,3/5/20,846904.81,0,21.9,2.822,126.43501,6.635
16,1/27/22,535662.08,0,28.97,3.02,196.9298321,6.061
37,4/30/20,1921396.91,0,50.7,2.774,189.570857,8.963
13,1/28/21,1176918.6,0,47.14,3.01,127.5400139,8.524
23,10/12/22,1376459.07,0,52.22,4.091,138.9581663,4.121
6,2/3/22,1541475.15,0,51.62,3.36,224.9192853,5.943
4,11/12/20,2157060.22,0,52.81,3.531,126.5942667,8.125
39,7/15/21,1398787.48,0,88.99,3.594,214.5345834,7.674
5,6/25/20,307653.84,0,84.93,2.632,212.5974409,6.495
33,11/18/21,254926.73,0,57.97,3.797,129.8677742,8.011
8,12/3/20,999608.34,0,42.15,2.728,214.7631123,6.464
7,4/16/20,558485.68,0,37.26,2.781,189.617514,8.849
34,6/4/20,1999181.48,0,74.93,2.755,126.136,9.593
14,12/9/21,2629118.21,0,46.61,3.478,188.5595342,8.523
14,10/7/21,2065391.41,0,67.89,3.462,188.3431968,8.523
27,6/24/21,1008084.31,0,70.17,3.959,136.3902,7.882
31,6/24/21,1412392.07,0,78.8,3.653,216.2729823,7.551
23,10/19/22,1364207.69,0,52.87,4.066,138.9236774,4.139
12,5/27/21,1065919.84,0,73.87,4.049,129.0654,13.736
41,3/23/22,1033358.12,0,53.26,3.789,197.6260055,7.442
31,12/23/21,1244112.62,0,66.21,3.168,216.4452652,7.143
13,2/11/21,2199145.3,1,34.85,3.239,183.1047129,8.549
35,4/28/20,1161891.82,0,53.73,2.899,135.6270764,9.043
36,9/10/20,467746.64,1,89.03,2.665,211.2968026,8.099
43,8/19/21,763222.92,0,67.68,3.769,207.9757158,10.641
42,6/24/21,492980.11,0,78.03,3.624,129.8558,8.257
40,8/10/22,915224.59,0,74.49,3.52,138.183,4.156
34,3/12/20,989275.29,0,42.48,2.644,126.5461617,9.521
2,10/19/22,1829592.12,0,68.46,3.667,222.4249902,7.139
39,2/25/21,1843265.86,0,34.46,3.245,213.1379669,8.028
38,2/4/21,391950,0,50.41,3.23,128.6150655,14.021
6,4/20/22,1568272.8,0,64.51,3.8,224.5597852,5.942
3,12/9/21,376808.35,0,60.38,3.179,220.1155116,7.197
24,7/13/22,1114967.6,0,64.05,3.555,138.283,7.403
9,9/14/22,555264.3,0,76.45,3.807,226.3275484,5.249
2,2/18/21,1955179.36,0,39.32,3.188,212.0612248,8.522
45,7/16/20,711227.13,0,78.49,2.735,182.622876,8.893
43,2/4/21,224639.76,0,10.58,3.245,127.8555806,6.164
31,10/15/20,1462243.14,0,52.69,2.706,211.3064914,8.103
1,9/23/21,1491724.53,0,78.74,3.684,218.9693224,7.774
1,9/21/22,1611829.3,0,86.68,3.536,222.6117841,7.564
21,12/10/20,749638.25,0,41.23,2.863,211.056278,8.163
38,4/23/20,348391.49,0,63.68,3.006,126.4883548,14.099
28,10/19/22,1396304.38,0,51.48,4.031,138.8336,4.745
44,2/11/21,306670.73,1,30.28,3.405,127.6642571,6.399
9,8/19/21,513983.33,0,89.13,3.524,219.3874809,6.404
37,9/21/22,503775.14,0,79.3,3.631,221.4864163,6.623
12,2/11/21,1865407.07,1,40.33,3.088,127.879829,13.774
23,9/10/20,1844793.16,1,68.15,2.812,132.6364,5.435
6,5/6/21,1463064.87,0,68.4,3.906,216.922712,6.629
5,8/20/20,303203.18,0,88.1,2.662,211.2716407,6.496
39,7/2/20,1485179.57,0,75.66,2.623,209.38324,8.464
25,10/14/21,615103.51,0,46.79,3.673,210.8220396,7.052
34,10/28/21,979177.17,0,47.97,3.637,129.84325,10.541
28,8/13/20,1127049.71,0,70.25,2.892,132.692,8.325
8,2/19/20,987320.46,0,47.55,2.52,214.6120282,6.324
45,8/24/22,779880.87,0,79.61,3.613,191.0785613,8.684
3,7/27/22,397233.08,0,80.94,3.382,225.6811948,5.401
12,1/13/22,870369.22,0,36.54,3.557,130.203,7.574
42,4/16/20,497613.79,0,81.04,3.126,126.6019,9.803
23,6/24/21,2039360.55,0,76.77,3.763,129.1934333,5.946
18,2/3/22,1097036.5,0,43.75,3.702,130.3703571,4.077
23,10/26/22,1315334.2,0,57.87,3.861,132.1638071,4.665
14,5/20/21,1979168.13,0,49.75,3.967,184.9489103,8.521
17,10/1/20,983094.29,0,37.66,2.741,126.2262,6.885
23,4/8/21,1582658.3,0,61.79,3.936,134.9737333,4.321
37,5/20/21,578985.26,0,74.42,3.917,215.3541105,8.3
36,8/6/20,374766.44,0,82.93,2.623,210.5157956,8.36
7,5/28/20,552658.44,0,60.74,2.7,210.9212281,6.26
23,3/12/20,2119489.65,0,55.19,2.8,132.6877419,5.892
15,4/16/20,616345.06,0,37.79,3.13,132.6877066,8.089
14,8/6/20,1135871.35,0,67.58,2.71,182.0904181,9.344
22,8/17/22,1100687.97,0,86.16,4.008,142.2157166,7.543
20,3/12/20,2158094.99,0,45.07,2.933,204.5296657,7.584
7,7/22/21,513906.43,0,47.11,3.551,191.131891,8.895
11,6/18/20,1432164.75,0,80.25,2.63,212.3406801,6.968
35,10/8/20,1291389.72,0,75.24,2.811,136.5787667,8.763
42,10/7/21,593114.59,0,71.62,3.573,129.493609,7.874
25,11/4/21,598880.87,0,40.49,3.531,214.180772,7.982
21,8/20/20,793535.58,0,87.52,2.669,211.2896546,8.099
37,12/9/21,512897.63,0,47.53,3.358,216.8686295,8.35
20,12/24/20,2999763.08,0,26.14,3.146,204.6037678,7.484
7,2/12/20,525800.36,1,10.84,2.548,190.8779905,9.017
29,10/8/20,508604.86,0,54.65,2.906,132.5572151,10.16
19,6/24/21,1485627.77,0,76.29,3.904,135.4657333,7.651
44,7/27/22,321088.13,0,79.29,3.547,130.7195878,5.407
8,7/23/20,902218.88,0,82.54,2.627,214.6919903,6.496
40,10/29/20,981272.06,0,34.1,2.968,132.4354016,5.287
19,7/29/21,1560545.97,0,74.32,4.014,135.1707436,7.806
23,12/24/20,1884012.4,0,27.1,3.03,132.6804026,5.427
27,2/18/21,1711558.09,0,35.26,3.024,137.0542859,7.741
19,11/5/20,579613.91,0,47.73,2.939,131.9677,8.099
3,8/26/21,364926.46,0,82.03,3.572,219.2516284,6.623
35,7/9/20,727230.19,0,66.12,2.738,136.5292893,8.763
31,5/4/22,1372439.43,0,73.56,3.288,222.3791925,6.891
35,2/4/21,709110.55,0,31.82,3.228,137.1578969,8.449
30,6/15/22,440699.77,0,85.91,3.894,221.6015938,6.891
25,4/23/20,723262,0,56.12,2.999,203.2303652,7.856
1,4/13/22,1609397.28,0,78.28,3.891,221.6423189,7.139
29,10/21/21,571577.23,0,50.47,3.576,136.4281613,9.357
39,3/26/20,1352797.92,0,55.4,2.939,210.9076663,8.36
21,9/30/21,734093.18,0,69.87,3.355,216.6622248,7.582
5,10/1/20,308500.48,0,68.61,2.514,212.9821313,6.768
17,9/16/21,867210.99,0,61.99,3.818,129.3356,6.745
25,1/21/21,564851.51,0,29.34,3.238,205.3329538,7.343
24,4/22/21,1326410.7,0,27.83,3.617,135.3552546,7.112
6,6/29/22,1508929.09,0,86.75,3.286,220.3412338,6.689
5,7/1/21,310014.89,0,77.81,3.542,215.5808375,6.529
19,5/7/20,1540537.18,0,58.78,3.192,132.1877462,8.15
16,9/3/20,1418460.86,0,64.46,2.792,132.7566667,6.338
1,3/19/20,1434133.71,0,66.71,2.514,210.5792496,7.058
36,6/8/22,334195.85,0,80.54,3.482,220.3005448,6.623
39,7/8/21,1487320.6,0,78.21,3.797,206.4454105,7.856
22,12/3/20,1384762.97,0,25.6,3.33,132.7634516,8.287
38,8/17/22,947154.72,0,70.92,3.5,130.7361413,9.022
34,7/2/20,976201.64,0,78.18,2.654,126.1466667,9.816
35,6/3/21,853234.55,0,58.05,3.93,134.1832323,8.512
43,2/25/21,646670.15,0,57.91,3.351,201.8402008,10.398
40,2/5/20,891964.02,0,27.7,2.783,131.67,5.892
39,3/18/21,1265634.05,0,65.58,3.455,213.8308633,8.32
38,11/18/21,436285.11,0,61.96,3.609,129.8161333,12.89
14,4/1/21,2071517.8,0,45.43,3.895,185.8574137,8.521
19,10/21/21,1188748.19,0,64.49,3.526,136.4131969,7.866
12,8/13/20,977035.28,0,74.24,3.035,126.1602281,14.099
18,8/5/21,1060896.9,0,61.34,3.702,136.5851677,8.594
32,8/13/20,1164815.67,0,75.1,2.791,190.0919216,9.017
29,6/8/22,482364.64,0,71.64,3.741,138.1175064,9.126
6,7/15/21,362317.29,0,86.43,3.577,218.9054406,6.405
43,4/9/20,601950.59,0,69.01,2.706,203.2316811,9.524
40,9/21/22,926954.38,0,67.96,3.824,131.0723333,4.185
36,3/23/22,554250.18,0,74.55,3.467,222.2368749,6.928
32,3/11/21,1165474.87,0,34.1,3.294,192.9017126,8.818
21,2/10/22,509777.09,1,52.11,3.509,191.2945054,7.549
38,1/28/21,326166.3,0,54.68,3.01,127.5809158,14.021
42,2/4/21,645411.22,0,44.57,3.237,127.7198355,8.744
7,6/18/20,526708.91,0,67.11,2.608,189.4125288,8.964
27,9/21/22,1097226.72,0,56.7,3.831,142.5713838,8.239
9,5/11/22,561020.11,0,74.11,3.657,226.3867067,6.692
23,3/11/21,1631246.91,0,30.59,3.624,133.5163121,5.774
8,7/20/22,859427.85,0,67.26,3.597,225.3062687,5.679
44,8/20/20,272397.02,0,72.99,2.801,126.1342803,7.372
43,6/11/20,967613.71,0,74.09,2.765,126.1019032,7.896
5,8/19/21,384742.18,0,84.93,3.514,214.7420707,6.325
12,8/26/21,995215.5,0,82.81,3.552,129.2838581,13.503
5,8/31/22,338377.94,0,85.64,3.638,223.4156973,5.903
17,5/25/22,958924.99,0,69.06,3.667,131.1383419,6.221
12,6/29/22,830367.07,0,89,4.043,130.8966774,11.627
37,8/31/22,947046.75,0,89.79,3.457,220.7876142,5.623
29,7/8/21,534130.15,0,73.8,3.802,135.372122,9.866
28,3/5/20,1205900.73,0,54.03,3.046,126.4926667,13.975
21,9/10/20,713762.4,1,80.63,2.542,211.4977413,8.099
29,5/21/20,571552.27,0,58.2,2.951,132.4177433,10.16
14,3/4/21,1858047.04,0,40.2,3.445,184.3484652,8.549
9,2/25/21,535774.09,0,54.98,3.099,213.3580387,6.906
12,3/2/22,958307.26,0,61.47,3.68,130.9492258,12.187
